Method,Description,similarity_score,EvlScore
versionColumnNotPseudo,表示此版本列不是伪列。,0.78898823,0.8
createContext,创建并返回用于生成颜色模式的PaintContext 。,0.87366945,1.0
getEntities,返回一个List，其中包含在DTD中声明的外部和内部通用实体。,0.8407952,1.0
minusMonths,"返回此 
               ZonedDateTime的副本，并减去指定的月数。",0.7969419,1.0
removeFirst,检索并删除此双端队列的第一个元素。,0.7797859,1.0
padSpaceBetweenStrings,字符串之间的空间。,0.69032985,0.8
setLogWriter,"将此 
               DataSource对象的日志 
               DataSource设置为给定的 
               java.io.PrintWriter对象。",0.7346978,1.0
checkServerTrusted,给定对等方提供的部分或完整证书链，构建到受信任根的证书路径，如果可以验证，则返回，并且基于身份验证类型对服务器SSL身份验证进行信任。,0.8026527,1.0
evaluate,"在指定的 
               InputSource的上下文中计算已编译的XPath表达式，并将结果作为指定的类型返回。",0.8385266,1.0
getEscapeProcessing,"检索是否为此 
               RowSet对象启用了转义处理。",0.827233,1.0
thenComparingInt,"返回一个字典顺序比较器，其中包含一个提取 
               int排序键的函数。",0.7387507,1.0
setArmed,将按钮标记为武装或非武装。,0.7289855,1.0
removeAll,从此集合中删除指定集合中包含的所有元素（可选操作）。,0.71191037,1.0
getSelectedColumnCount,返回所选列的数量。,0.6569175,0.8
add,如果指定的属性值尚不存在，则将其添加到此属性集中，首先删除与指定属性值相同的属性类别中的任何现有值（可选操作）。,0.31501263,1.0
accept,向正在构建的流添加元素。,0.15683967,1.0
getWildcardType,返回一个新的通配符类型参数。,0.82121426,1.0
isDefaultNamespaceDeclaration,如果此属性声明默认命名空间，则返回true,0.7673038,0.8
get,"相对批量 
               获取方法。",0.62380946,1.0
mismatch,查找并返回此缓冲区与给定缓冲区之间第一个不匹配的相对索引。,0.71365225,1.0
handle,返回一个新的CompletionStage，当该阶段正常或异常完成时，将使用此阶段的结果和异常作为所提供函数的参数执行。,0.70705366,1.0
setTimestamp,"使用给定的 
               Calendar对象将指定参数设置为给定的 
               java.sql.Timestamp值。",0.87515634,1.0
nextSibling,"将 
               TreeWalker移动到当前节点的下一个兄弟节点，并返回新节点。",0.86252093,1.0
getEndOffset,获取突出显示的结束模型偏移量。,0.8507867,1.0
addCellEditorListener,向编辑器停止时通知的列表添加侦听器，或取消编辑。,0.79642296,0.8
createPosition,在内容中创建一个位置，以便在内容发生变化时跟踪更改。,0.86434424,1.0
isCachedMemory,"如果此 
               ImageInputStream缓存数据本身以允许向后搜索，则返回 
               true ，并且缓存保存在主存储器中。",0.81624347,1.0
find,查找资源，将URI返回给模块中的资源。,0.5532008,1.0
resolveToClass,部分解析一个名字。,0.9015737,1.0
compact,"压缩此缓冲区 
               （可选操作） 。",0.7539503,1.0
getAnnotatedActualTypeArguments,返回此参数化类型的可能带注释的实际类型参数。,0.64472777,0.8
transform,转换给定的类文件并返回一个新的替换类文件。,0.6058005,1.0
startEntity,报告一些内部和外部XML实体的开头。,0.86224467,1.0
getByte,"检索JDBC的价值 
               TINYINT参数为 
               byte的Java编程语言。",0.8675192,1.0
removeColumnModelListener,删除表列模型事件的侦听器。,0.8085498,0.8
internalFrameIconified,在内部框架图标化时调用。,0.7982393,0.8
setMagicCaretPosition,设置当前插入符的可视位置。,0.7816379,0.8
getType,已过时。,0.8018049,1.0
getLong,"以Java编程语言中 
               long检索指定的JDBC 
               BIGINT参数的值。",0.82603335,1.0
setString,将此SQLXML实例指定的XML值设置为给定的String表示形式。,0.8166133,1.0
getConnection,"检索 
               Connection传递给该对象 
               RowSet对象。",0.8844687,1.0
removeLast,检索并删除此双端队列的最后一个元素。,0.7105422,1.0
isLeaf,如果接收者是叶子，则返回true。,0.7897678,1.0
isDynamic,如果使用相同参数的连续渲染（即，调用create（RenderContext，ParameterBlock））可能产生不同的结果，则返回true。,0.81891143,1.0
getCreationTime,返回创建此会话表示的时间，以UTC时间1970年1月1日午夜以来的毫秒数为单位。,0.717327,1.0
statementErrorOccurred,"当驱动程序检测到 
               PreparedStatement无效时，会在连接上注册的所有 
               StatementEventListener上调用此方法。",0.7072383,0.8
replaceText,用指定的字符串替换两个索引之间的文本。,0.84283346,1.0
newByteChannel,在此目录中打开或创建文件，返回可搜索的字节通道以访问该文件。,0.889956,1.0
put,向属性集添加新属性。,0.8548064,1.0
getTime,"检索JDBC的值 
               TIME参数作为 
               java.sql.Time对象，使用给定 
               Calendar对象构造时间。",0.80481833,1.0
addModules,添加在模块解析期间要考虑的根模块。,0.89183104,1.0
writeBinaryStream,将下一个属性作为未解释字节流写入流中。,0.83708346,1.0
setNCharacterStream,"将此 
               RowSet对象命令中的指定参数设置为 
               Reader对象。",0.8224633,1.0
addTag,在HTML中标记以开始添加标记。,0.78251505,1.0
getDocument,获取与此元素关联的文档。,0.76825964,1.0
close,关闭此频道。,0.37390003,1.0
withMonth,"返回此 
               YearMonth的副本，其中年份已更改。",0.8576809,1.0
getPrefix,返回当前事件的前缀，如果事件没有前缀，则返回null,0.87684125,1.0
of,返回一个模块查找器，它通过搜索一系列目录和/或打包模块来定位文件系统上的模块。,0.34638876,1.0
thenCompose,返回一个新的CompletionStage，它完成的值与给定函数返回的CompletionStage相同。,0.7878647,1.0
getMajorVersion,检索驱动程序的主要版本号。,0.845714,1.0
insertData,以指定的16位单位偏移量插入字符串。,0.7185594,1.0
uis,包含真实UI的向量。,0.8188852,1.0
notifyClientWindowChange,通知此输入方法客户端窗口位置或状态的更改。,0.8336892,0.8
isStartElement,如果光标指向开始标记，则返回true（否则为false）,0.80965537,1.0
type,返回套接字选项值的类型。,0.5401499,1.0
readDouble,"读取8个输入字节并返回 
               double值。",0.83246547,1.0
getEndOffset,从此元素结束的文档开头获取偏移量。,0.85351837,1.0
uis,包含真实UI的向量。,0.8188852,1.0
withDayOfYear,"返回此 
               ZonedDateTime的副本，并更改日期。",0.8771258,1.0
awaitUntil,导致当前线程等待，直到发出信号或中断，或者指定的截止时间过去。,0.8787792,1.0
createStrokedShape,"返回大纲 
               Shape ，该大纲包含根据实现 
               Stroke接口的对象定义的规则描绘 
               Shape时应绘制的区域。",0.862079,1.0
getPainter,获得荧光笔的画家。,0.8158307,1.0
getElementsAnnotatedWith,返回使用给定注释类型注释的元素。,0.8028115,0.8
getHour,获取当日时间字段。,0.76814747,1.0
getParameterTypes,返回此可执行文件的形式参数的类型。,0.82390517,1.0
resolve,根据此路径解析给定路径。,0.5215244,1.0
getCommittedTextLength,获取文本编辑组件中包含的整个文本的长度，但未提交（组合）的文本除外。,0.7971534,0.8
addEdit,"添加 
               UndoableEdit到此 
               UndoableEdit 。",0.8405231,1.0
seek,将当前流位置设置为所需位置。,0.39392728,1.0
getValidPolicy,返回此节点表示的有效策略。,0.84609056,1.0
remaining,返回当前位置和限制之间的元素数。,0.42377374,1.0
withEarlierOffsetAtOverlap,返回此日期时间的副本，将区域偏移更改为本地时间线重叠处的两个有效偏移中较早的一个。,0.82055664,0.8
inactiveGroup,通知该组现在处于非活动状态。,0.78962404,1.0
getSystemId,实体的系统标识符。,0.7828163,1.0
getIconWidth,返回给定合成器上下文的图标宽度。,0.861992,1.0
visitUnknown,访问未知类型的注释值。,0.85448873,1.0
clone,"制作此 
               CertStoreParameters的副本。",0.8435565,1.0
maxBy,返回BinaryOperator ，它根据指定的Comparator返回两个元素中的较大者。,0.75622153,1.0
getBounds,返回包含此交集类型的边界。,0.744106,1.0
getNames,"返回短名称的不可变列表 
               ScriptEngine ，可用于识别 
               ScriptEngine由 
               ScriptEngineManager 。",0.8252274,1.0
free,"此方法释放 
               Blob对象并释放它所拥有的资源。",0.7583499,1.0
schedule,提交在给定延迟后启用的一次性任务。,0.4702052,1.0
getColorModel,返回与此图像关联的ColorModel。,0.851972,1.0
hasService,报告此上下文中当前是否提供给定服务。,0.87662244,1.0
dirty,脏调用请求与数组'ids'中包含的对象标识符关联的远程对象引用的租约。,0.7746013,1.0
menuSelected,选择菜单时调用。,0.80663204,1.0
getBytes,"返回一个字节数组，表示此 
               java.sql.RowId对象指定的SQL 
               ROWID的值。",0.8397827,1.0
visitFile,为目录中的文件调用。,0.8360033,1.0
reconvert,开始重新转换操作。,0.85025704,1.0
getElementAt,返回指定索引处的值。,0.79689586,1.0
rejectedExecution,方法可以由被调用ThreadPoolExecutor时execute不能接受的任务。,0.8042079,1.0
setLong,"将此 
               RowSet对象命令中的指定参数设置为给定的Java 
               long值。",0.7969923,1.0
transfer,将元素传输给消费者，在必要时等待。,0.7315809,1.0
getDouble,"用于读取double值的绝对 
               get方法。",0.8792957,1.0
getScrollableTracksViewportWidth,"如果视口应始终强制此 
               Scrollable的宽度与视口的宽度匹配，则返回true。",0.83218527,0.8
setHidden,更新隐藏属性的值。,0.84901243,1.0
setExtent,设置模型的范围。,0.8327272,1.0
withZoneSameLocal,使用不同的时区返回此日期时间的副本，如果可能，保留本地日期时间。,0.8939946,1.0
peek,检查下一个XMLEvent而不从流中读取它。,0.82251346,1.0
setData,将图像的rect设置为Raster r的内容，假定Raster r与WritableRenderedImage位于同一坐标空间中。,0.7443342,1.0
getCriticalExtensionOIDs,获取由实现此接口的对象管理的证书/ CRL中标记为CRITICAL的扩展的OID字符串集。,0.7728218,0.8
getWaitingConsumerCount,"返回通过 
               BlockingQueue.take()或定时 
               poll等待接收元素的消费者数量的估计值。",0.8240201,0.8
signalAll,唤醒所有等待的线程。,0.7546543,1.0
focusColor,聚焦按钮的颜色。,0.650461,1.0
getDTDType,获取此属性的类型，默认为String“CDATA”,0.7631953,1.0
getDoctype,"与本文档相关的文档类型声明（参见 
               DocumentType ）。",0.8497139,1.0
normalized,返回此期间的副本，其中每个单位的数量已标准化。,0.7055105,1.0
setNClob,"将指定参数设置为 
               java.sql.NClob对象。",0.79259455,1.0
forEach,对此映射中的每个条目执行给定操作，直到处理完所有条目或操作引发异常。,0.8724815,1.0
setCharacterStream,"将指定参数设置为给定的 
               Reader对象。",0.8398175,1.0
setBaseURI,"要使用的基URI（参见[ 
               IETF RFC 2396 ]中的第5.1.4节）），用于将相对 
               systemId解析为绝对URI。",0.8956313,1.0
readFully,"读取 
               len根据当前字节顺序从流双打（64位IEEE双精度浮点值），并且将它们存储到 
               d开始于索引 
               off 。",0.7493175,1.0
superShardingKey,"指定创建连接时使用的 
               superShardingKey",0.88533676,1.0
getAttributes,"生成此 
               Struct对象表示的SQL结构类型的属性的有序值。",0.82402927,1.0
position,"检索指定的 
               Clob对象 
               searchstr在此 
               Clob对象中出现的字符位置。",0.31287086,1.0
hashCode,此日期时间的哈希码。,0.8110808,1.0
getTextLength,返回文本字符数组中此Text事件的字符序列的长度。,0.8312295,1.0
isValidDay,检查每月的日期是否有效。,0.8797025,1.0
icSigProfileDescriptionTag,ICC配置文件标记签名：'desc'。,0.70198774,0.8
putAll,"将给定的 
               Map中的所有映射添加到此 
               Bindings 。",0.8260882,1.0
name,返回属性视图的名称。,0.4551566,1.0
iterator,"返回 
               T类型的元素的迭代器。",0.83999217,1.0
add,"如果可以在不违反容量限制的情况下立即执行此操作，则将指定的元素插入此队列，成功时返回 
               true ，如果当前没有空间，则抛出 
               IllegalStateException 。",0.36436278,1.0
setByte,"将指定参数设置为给定的Java 
               byte值。",0.8109263,1.0
adjustInto,调整指定的时态对象以使其与此对象具有相同的时代。,0.86532724,1.0
evaluate,使用指定的参数评估函数。,0.85785806,1.0
evaluateExpression,评估指定上下文中的XPath表达式。,0.89426196,1.0
plus,返回指定金额的今年的副本。,0.8238592,1.0
order,检索此缓冲区的字节顺序。,0.33762133,1.0
deactivate,取消激活输入法。,0.83596385,1.0
inputMethodTextChanged,通过输入方法输入的文本发生更改时调用。,0.75686926,0.8
addTo,返回指定时间段的指定时间对象的副本。,0.7170119,1.0
prolepticYear,计算给予时代和年代的预感年。,0.8598095,1.0
isNegative,检查此期间支持的任何单位是否为负数。,0.8249613,1.0
setSelected,选择或取消选择按钮。,0.71426785,1.0
wrap,将双数组包装到缓冲区中。,0.66174674,1.0
isReadOnly,判断此缓冲区是否为只读。,0.8920275,1.0
getApplicationBufferSize,获取使用此会话时预期的最大应用程序数据的当前大小。,0.7199303,0.8
of,"通过转换路径字符串或连接时形成路径字符串的字符串序列，返回 
               Path 。",0.35963625,1.0
selectionForKey,"给定 
               aKey和模型，返回应该被选中的行。",0.78333306,1.0
poll,检索并删除此队列的头部，如果元素可用，则等待指定的等待时间。,0.3984485,1.0
thenComparing,"返回一个字典顺序比较器，其中包含一个函数，该函数提取要与给定 
               Comparator进行比较的键。",0.8251953,1.0
setBlob,"将指定参数设置为 
               InputStream对象。",0.80017406,1.0
isTerminated,"如果关闭后所有任务都已完成，则返回 
               true 。",0.739822,1.0
paint,根据给定的属性绘制CSS列表装饰。,0.2840708,1.0
hasArray,判断此缓冲区是否由可访问的float数组支持。,0.7998113,1.0
setStream,已过时。,0.7539724,1.0
open,打开具有指定格式和建议缓冲区大小的行，使该行获取任何所需的系统资源并开始运行。,0.6160387,1.0
report,以特定于应用程序的格式报告所需的消息。,0.48193204,1.0
textValueChanged,在文本值发生更改时调用。,0.7889975,1.0
icSigAbstractClass,ICC Profile Class Signature：'abst'。,0.84743863,1.0
length,返回此字符缓冲区的长度。,0.6684462,1.0
from,"从时态对象获得 
               Chronology的实例。",0.66434133,1.0
isEmpty,"如果此集合不包含任何元素，则返回 
               true 。",0.7902152,1.0
createDocumentType,"创建一个空的 
               DocumentType节点。",0.88091123,1.0
truncate,"截断此 
               Clob指定的 
               CLOB值，其长度为 
               len字符。",0.83617663,1.0
getTags,如果属性值必须是一组已知标记值之一，则此方法应返回标记数组。,0.77746594,1.0
getAccessibleIconWidth,获取图标的宽度。,0.81208134,0.8
importedKeyNoAction,"对于列 
               UPDATE_RULE和 
               DELETE_RULE ，表示如果已导入主键，则无法更新或删除主键。",0.8604443,1.0
start,返回在此匹配期间由给定组捕获的子序列的起始索引。,0.64148736,1.0
until,根据指定的单位计算直到另一年 - 月的时间量。,0.667466,1.0
isAfter,检查此日期是否在指定日期之后，忽略年表。,0.84597254,1.0
writeObject,将对象写入底层存储或流。,0.8131335,1.0
icSigCharTargetTag,ICC配置文件标记签名：'targ'。,0.79481506,1.0
setCaseSensitive,设置指定列是否区分大小写。,0.83675027,1.0
systemRoot,返回系统根首选项节点。,0.81159735,1.0
asElement,返回与此类型变量对应的元素。,0.773177,1.0
removeVetoableChangeListener,"从 
               BeanContextChild删除 
               VetoableChangeListener ，以便在指定的属性更改时不再接收事件。",0.8177963,0.8
getFirstElementChild,返回对元素的第一个子节点的引用，该节点是Element类型。,0.8777468,1.0
getTransition,获取这些规则中指定的本地日期时间适用的偏移转换。,0.81747454,1.0
getVendor,返回支持此数据类型的供应商的名称。,0.8293823,1.0
getStateToBind,检索绑定对象的状态。,0.8218529,1.0
newCondition,返回一个新Condition绑定到该实例Lock实例。,0.8144046,1.0
treeNodesInserted,节点插入树后调用。,0.812379,1.0
minus,返回此年月份的副本，并减去指定的金额。,0.5830529,1.0
nextEvent,获取下一个XMLEvent。,0.8044553,1.0
append,"将指定的字符序列追加到此缓冲区 
               （可选操作） 。",0.7040625,1.0
getName,返回当前START_ELEMENT或END_ELEMENT事件的QName,0.85813046,1.0
write,从给定缓冲区向该通道写入一个字节序列。,0.7370292,1.0
readFully,"读取 
               len从根据当前字节顺序的流long（有符号的64位整数），并将其存储到 
               l开始于索引 
               off 。",0.759488,1.0
uis,包含真实UI的向量。,0.8188852,1.0
getData,将图像作为一个大图块返回（对于基于图块的图像，这将需要获取整个图像并复制图像数据）。,0.77829725,1.0
plusSeconds,"返回此 
               ZonedDateTime的副本，并添加指定的秒数。",0.87854576,1.0
get,"获取指定字段的 
               int 。",0.7751754,1.0
build,返回此构建器定义的对象的实例。,0.65987784,1.0
getMaximumAccessibleValue,"获取此对象的最大值为 
               Number 。",0.77078146,0.8
hashCode,"给定 
               #equals的定义，返回合适的哈希码。",0.8278352,1.0
getXmlVersion,"作为 
               XML declaration的一部分指定此文档的版本号的属性。",0.8024969,1.0
getString,获取序列中包含的字符串。,0.80072963,1.0
get,"相对批量 
               获取方法。",0.62380946,1.0
paintBorder,使用指定的位置和大小绘制指定组件的边框。,0.820609,1.0
newThread,"构造一个新的 
               Thread 。",0.82341194,1.0
visitUnknown,访问未知类型。,0.8545008,1.0
element,检索但不删除此队列的头部。,0.4579562,1.0
setNClob,"将指定参数设置为 
               Reader对象。",0.78527415,1.0
mismatch,查找并返回此缓冲区与给定缓冲区之间第一个不匹配的相对索引。,0.71365225,1.0
name,返回套接字选项的名称。,0.46191105,1.0
resolveVariable,在可用变量集中查找变量。,0.90160936,1.0
equals,指示某个其他对象是否“等于”此比较器。,0.8121179,1.0
minus,返回与此对象相同类型的对象，并减去一定量。,0.613325,1.0
isOverlap,此转换是否表示本地时间线的重叠。,0.9196024,1.0
getBinaryStream,以流的形式检索此SQLXML实例指定的XML值。,0.8838805,1.0
setForeground,设置此对象的前景色。,0.71780604,1.0
getTime,"检索指定的JDBC 
               TIME参数的值作为 
               java.sql.Time对象，使用给定的 
               Calendar对象构造时间。",0.7944125,1.0
from,"从时态对象获得 
               ZonedDateTime的实例。",0.65583956,1.0
stream,"返回以此集合为源的顺序 
               Stream 。",0.55532324,1.0
columnNullableUnknown,该常量表示列值的可空性未知。,0.7720566,0.8
isElementContentWhitespace,"返回此文本节点是否包含 
               element content whitespace ，通常被称为“可忽略的空格”。",0.7519298,0.8
getSavepointName,"检索此 
               Savepoint对象表示的保存点的名称。",0.835116,1.0
nextTag,跳过任何无关紧要的空间事件，直到达到START_ELEMENT或END_ELEMENT。,0.8148464,1.0
icSigNamedColor2Tag,ICC配置文件标记签名：'ncl2'。,0.8032228,0.8
item,"返回集合中的 
               index项。",0.46265584,1.0
of,返回包含任意数量元素的不可修改集。,0.38996372,1.0
dragExit,"在拖动操作正在进行时调用，当鼠标指针退出注册该侦听器的 
               DropTarget的放置站点的可操作部分时。",0.8548275,1.0
readShort,"读取两个输入字节并返回 
               short值。",0.85495794,1.0
item,"返回集合中的 
               index项。",0.46265584,1.0
getPartialSpan,确定与视图的一部分的制表符扩展沿同一轴的跨度。,0.8634713,1.0
getResultSet,"检索包含从索引 
               index开始并且包含多达 
               count连续元素的子 
               index元素的结果集。",0.77023536,1.0
procedureColumnReturn,表示该列存储返回值。,0.8459444,0.8
getChronology,获取此日期时间的年表。,0.80379874,1.0
isIgnorableWhiteSpace,如果这是可忽略的白色空间，则返回true。,0.7384887,0.8
getFrom,从指定的时态对象获取此字段的值。,0.81539285,1.0
focusColor,聚焦单选按钮的颜色。,0.6742201,1.0
addPrintJobListener,为此打印作业期间发生的事件注册监听器。,0.75892377,1.0
getEntityResolver,返回当前实体解析器。,0.83561975,1.0
getXMLVersion,返回用于实体的XML版本。,0.8123381,1.0
wrap,将短数组包装到缓冲区中。,0.6715781,1.0
functionNoTable,表示该函数未返回表。,0.7708286,1.0
setNull,"将指定的参数设置为SQL 
               NULL 。",0.83637375,1.0
getResultSet,"检索包含此 
               Array对象指定的SQL 
               ARRAY值的元素的结果集。",0.78856003,1.0
activate,激活控制器。,0.72178316,1.0
setObject,"设置此 
               Ref对象引用给定实例 
               Object的结构化类型值。",0.800702,1.0
resolve,解析此字段以提供更简单的替代或日期。,0.5414969,1.0
setColumnDisplaySize,"将chars中指定列的正常最大宽度设置为给定的 
               int 。",0.8206854,1.0
writeInts,将一系列整数写入当前位置的流。,0.6742068,1.0
error,接收可恢复错误的通知。,0.7137867,1.0
thenCombineAsync,返回一个新的CompletionStage，当这个和另一个给定的阶段都正常完成时，使用这个阶段的默认异步执行工具执行，其中两个结果作为所提供函数的参数。,0.7943084,1.0
uis,包含真实UI的向量。,0.8188852,1.0
icSigMeasurementTag,ICC配置文件标记签名：'meas'。,0.8275804,1.0
range,获取该字段的有效值范围。,0.535222,1.0
addAll,将指定集中的所有元素添加到此属性。,0.7404533,1.0
isMember,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.8894071,1.0
icHdrRenderingIntent,ICC配置文件标题位置：渲染意图。,0.8446121,1.0
setCharacterStream,"将指定参数设置为给定的 
               Reader对象，该对象是给定的字符长度。",0.80299795,1.0
getVendor,"获得 
               string命名提供音库的公司。",0.88080275,1.0
contentEquals,"将此名称与指定的 
               CharSequence 。",0.78108346,1.0
setLoggerLevel,已过时。,0.7833742,1.0
getApplets,已过时。,0.8228747,1.0
andThen,"返回首先将此运算符应用于其输入的 
               after运算符，然后将 
               after运算符应用于结果。",0.7128244,1.0
error,接收可恢复错误的通知。,0.7137867,1.0
toArray,"返回一个包含此collection中所有元素的数组;
返回数组的运行时类型是指定数组的运行时类型。",0.7561834,1.0
icSigGrayTRCTag,ICC配置文件标记签名：'kTRC'。,0.6583932,1.0
getDate,"以 
               java.sql.Date对象的形式检索JDBC 
               DATE参数的值。",0.8430913,1.0
getDeclaredAnnotationsByType,"如果此类注释 
               直接存在或 
               间接存在 ，则返回指定类型的此元素的注释。",0.76783353,0.8
getIndex,"返回接收器子 
               node中的索引 
               node 。",0.86056983,1.0
thenAcceptBoth,返回一个新的CompletionStage，当这个和另一个给定的阶段都正常完成时，将执行两个结果作为提供的操作的参数。,0.8327589,1.0
order,检索此缓冲区的字节顺序。,0.33762133,1.0
uis,包含真实UI的向量。,0.8188852,1.0
dateNow,从默认时区中的系统时钟获取此年表中的当前本地日期。,0.7013184,1.0
visitUses,"访问 
               uses指令。",0.74039197,1.0
previousTransition,获取指定时刻之前的上一个转换。,0.8030434,1.0
setCursor,设置此对象的光标。,0.79948455,1.0
setPassword,"将此 
               RowSet对象的数据库密码设置为给定的 
               String 。",0.73025393,1.0
setOmni,打开或关闭全向模式。,0.88712186,1.0
compareTo,比较此缓冲区与另一个缓冲区。,0.76621246,1.0
writeLong,"将64位的 
               v写入流。",0.8351077,1.0
toString,返回总结此缓冲区状态的字符串。,0.7876532,1.0
setResolveParent,设置父键映射，用于解析键绑定。,0.8353981,1.0
setNCharacterStream,"将指定参数设置为 
               Reader对象。",0.8244833,1.0
minusSeconds,"返回此 
               ZonedDateTime的副本，并减去指定的秒数。",0.8083248,1.0
setDouble,"将指定参数设置为给定的Java 
               double值。",0.84278816,1.0
password,指定创建连接时要使用的密码,0.6407114,1.0
writeBytes,将字符串写入输出流。,0.83338535,1.0
setUnicodeStream,"已过时。

使用setCharacterStream",0.8676798,1.0
getPoint2D,给定源Raster中的一个点返回目标点的位置。,0.8387389,0.8
removeLayoutComponent,从布局中删除指定的组件。,0.87201965,0.8
until,根据指定的单位计算到另一个日期的时间量。,0.6646348,1.0
getSchemaTypeInfo,与此属性关联的类型信息。,0.84157294,1.0
isVisible,确定插入符号当前是否可见。,0.86963046,1.0
getList,返回用于在组合框中绘制项目的列表。,0.7859713,1.0
findAll,返回此finder可以找到的所有模块引用的集合。,0.7952343,1.0
getAnnotatedLowerBounds,返回此通配符类型的可能带注释的下限。,0.78415936,0.8
print,"使用指定的作业属性打印 
               MultiDoc 。",0.42670512,1.0
setObject,使用给定对象设置指定参数的值。,0.7829503,1.0
previousNode,"将 
               TreeWalker相对于当前节点按文档顺序移动到上一个可见节点，并返回新节点。",0.84513557,1.0
setCurrentAccessibleValue,"将此对象的值设置为 
               Number 。",0.8012928,0.8
icTagReserved,ICC配置文件常量：保留。,0.9159434,1.0
getOriginal,"检索 
               ResultSet含有该原始值对象 
               RowSet对象。",0.89825624,1.0
writeLong,将下一个属性作为Java long写入流中。,0.8405667,1.0
icSigLabData,ICC配置文件颜色空间类型签名：'实验室'。,0.6942356,1.0
getException,使用服务器发送的信息检索构造的异常。,0.7776844,1.0
icSigCmyData,ICC配置文件颜色空间类型签名：'CMY'。,0.7105048,1.0
getSimpleName,返回此变量元素的简单名称。,0.77439094,1.0
name,返回属性视图的名称。,0.4551566,1.0
icRelativeColorimetric,ICC配置文件渲染意图：RelativeColorimetric。,0.86291045,0.8
getChildrenRemoved,获取从给定父元素中删除的子元素。,0.88047266,1.0
paste,将系统剪贴板中的文本粘贴到从指定索引开始的文本中。,0.5817853,1.0
replaceAll,将每个条目的值替换为在该条目上调用给定函数的结果，直到所有条目都已处理或函数抛出异常。,0.76949024,1.0
setSystemId,"系统标识符，此引用的URI引用[ 
               IETF RFC 2396 ]。",0.8366815,1.0
toString,获取单元的描述性名称。,0.8118831,1.0
thenComparingDouble,"返回一个词典顺序比较器，其中包含一个提取 
               double排序键的函数。",0.80008316,1.0
getScrollableUnitIncrement,显示逻辑行或列的组件应计算滚动增量，该增量将完全显示一个新行或列，具体取决于方向的值。,0.7359116,0.8
setSize,调整此对象的大小，使其具有宽度和高度。,0.77889454,1.0
close,关闭此频道。,0.37390003,1.0
isSupported,检查指定的单元是否受支持。,0.29411924,1.0
getBigDecimal,"以 
               java.math.BigDecimal对象的形式检索JDBC 
               NUMERIC参数的值，该值包含小数点右侧的位数。",0.8838862,1.0
move,将文件从此目录移动到另一个目录。,0.6609911,1.0
getDesignAxisRanges,返回以每个轴的形式[从'到']交错的设计限制数组。,0.76855576,1.0
invokeFunction,用于调用脚本中定义的顶级过程和函数。,0.7527232,1.0
isUnnamed,"返回 
               true如果这是一个未命名的包和 
               false其他。",0.8154689,1.0
getObject,"在Java编程语言中以 
               Object检索参数的值。",0.8320449,1.0
applyAsInt,将此函数应用于给定的参数。,0.693058,1.0
getSelectedIndex,返回模型的选择。,0.83596814,1.0
of,返回包含零元素的不可修改集。,0.39245066,1.0
localControl,打开或关闭本地控制。,0.84897864,1.0
internalFrameClosed,内部框架关闭时调用。,0.8509512,1.0
asType,返回此元素定义的类型。,0.7601457,1.0
getNewLine,要写出的XML中使用的行尾字符序列。,0.85534656,1.0
systemAwoke,在系统从睡眠中醒来后调用。,0.90447927,1.0
getComponent,"获取 
               java.awt.Component与此相关 
               BeanContextChild 。",0.8039608,1.0
localDateTime,从另一个时间对象获得此年表中的本地日期时间。,0.7982242,1.0
componentRemoved,从容器中删除组件时调用。,0.8237066,1.0
getTotalSize,文档的总大小（包括所有外部资源），如果查看对更多外部资源的引用，则此数字可能会在解析文档时发生更改。,0.84780204,1.0
remove,从此双端队列中删除第一次出现的指定元素。,0.55654067,1.0
getBaseType,"检索此 
               Array对象指定的数组中元素的JDBC类型。",0.8663403,1.0
uis,包含真实UI的向量。,0.8188852,1.0
createEntityReference,"创建一个 
               EntityReference对象。",0.89708436,0.8
setLocation,设置对象相对于父对象的位置。,0.67436737,1.0
resolveEntity,检索资源。,0.8547391,1.0
add,将指定的元素插入列表（可选操作）。,0.30818054,1.0
icSigRgbData,ICC配置文件颜色空间类型签名：'RGB'。,0.6194146,1.0
setReceiver,设置此发射器将传送MIDI信息的接收器。,0.8377921,1.0
getBackground,获取一组属性并将其转换为背景颜色规范。,0.74813235,1.0
serialVersionUID,设置为指示序列化兼容性的类指纹。,0.8193178,1.0
remove,从此队列中删除指定元素的单个实例（如果存在）。,0.54835296,1.0
setCharacterStream,语言和绑定依赖类型的属性，表示16位单元的流。,0.834906,1.0
characters,接收字符数据的通知。,0.17341867,1.0
setDocumentHandler,已过时。,0.74703085,1.0
removePropertyChangeListener,删除值更改的侦听器。,0.8144499,0.8
writeURL,"将SQL 
               DATALINK值写入流。",0.8136542,1.0
addModules,添加在模块解析期间要考虑的根模块。,0.89183104,1.0
processingInstruction,已过时。,0.7891269,0.8
getAnnotatedOwnerType,如果此类型表示嵌套类型，则返回此类型所属的潜在注释类型。,0.78057534,0.8
childRemoved,删除子节点时会调用此方法。,0.81765676,1.0
uncaughtException,当给定线程由于给定的未捕获异常而终止时调用的方法。,0.7734334,1.0
setCharacterSubsets,设置允许此输入方法输入的Unicode字符集的子集。,0.855118,1.0
range,获取指定字段的有效值范围。,0.53287,1.0
contains,"如果此队列包含指定的元素，则返回 
               true 。",0.54412323,1.0
